               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.056459,            0.013813,           0.0046957,             0.76763,             0.72402,             0.77332,             0.43909,             0.03861,           0.0092726,           0.0014612,           0.0033272,           0.0033272,            0.070055
